sentence,rating_imageability_mean,rating_others_thoughts_mean,rating_physical_mean,rating_places_mean,rating_valence_mean,rating_arousal_mean,rating_sense_mean
Talk about a wild goose chase....,3.5,4.1764705882353,2.9333333333333,2.7894736842105,2.4375,4.25,6.9090909090909
Taste that fowl and those fish.,4.1875,3.2222222222222,5.5384615384615,2.3125,2.4117647058824,3.2142857142857,6.2307692307692
Tell them I needed a rest.,3.3125,5.5882352941176,2.1333333333333,1.1578947368421,3.25,2.0625,6.9090909090909
Terms of the transaction weren't disclosed.,2.3846153846154,2.125,1.2857142857143,1.1875,1.8421052631579,2.4615384615385,6.9411764705882
Thank you all for your attention.,3.0666666666667,4.2857142857143,2.1875,1.3157894736842002,5.1764705882353,4.1111111111111,7.0
Thank you or your feed back.,2.0714285714286,2.7142857142857,1.2666666666667,1.0,3.7692307692308,1.9285714285714,4.8235294117647
That Jaguar could really barrel along.,5.2666666666667,2.4285714285714,5.1875,3.0,4.1176470588235,3.6666666666667,6.5294117647059
That blade will cut through anything.,5.8125,2.9375,5.7692307692308,1.3333333333333,3.875,4.2857142857143,6.9444444444444
That could be a commendable quality.,2.4210526315789,4.5333333333333,1.0769230769231,1.2941176470588,4.6428571428571,3.0,6.9333333333333
That had a bitter almond scent.,2.8461538461538,3.8666666666667,3.4666666666667,1.4375,2.2142857142857,2.4,6.6875
That is terribly difficult to overcome!,2.1333333333333,5.3529411764706,1.2941176470588,1.2857142857143,2.4117647058824,4.1875,6.8
That kind of understanding and kindness...,2.5,4.0,1.4666666666667,1.1428571428571,5.4615384615385,2.6428571428571,6.2941176470588
That marriage ultimately ends in divorce?,2.5625,4.2941176470588,1.6666666666667,1.0,1.6875,3.9375,5.9090909090909
"That project continues, for the moment.",2.8333333333333,2.1176470588235,2.125,1.75,3.0,2.1333333333333,6.5833333333333
That rhythm can be very inspirational.,3.6,4.3571428571429,2.7058823529412,1.8,4.5555555555556,3.6428571428571,7.0
That seemed like an absurd contradiction!,2.9333333333333,4.5,1.4285714285714,1.2142857142857,1.6666666666667,4.0666666666667,6.8666666666667
"That warrior is you, my son.",4.75,5.4117647058824,2.4375,2.3125,5.0,4.8,6.8333333333333
That was so irresponsible and dangerous.,2.1875,4.6111111111111,2.0,1.0625,1.5294117647059002,5.1428571428571,7.0
That would be simple and effective.,2.2307692307692,2.875,1.0714285714286,1.0625,4.6842105263158,2.0769230769231,6.9411764705882
That's what they wanted to communicate.,3.1428571428571,3.4375,2.2666666666667,1.5714285714286,3.5333333333333,3.4285714285714,6.8333333333333
That's where Dr. Angell comes in.,2.8461538461538,3.8333333333333,2.7142857142857,2.0,2.3571428571429,2.5,6.8
That's why we're talking about taxes.,3.5,4.0,2.3333333333333,1.1111111111111,1.8888888888889,2.7647058823529,6.7647058823529
The CEO of Levi's does it.,2.2,2.625,1.9375,1.6428571428571,2.5882352941176,2.1666666666667,6.5
The Clinton White House was silent.,4.0,3.8333333333333,3.6153846153846,4.4375,2.1176470588235,2.5,6.7692307692308
The Weasel was an accomplished backstabber.,4.1333333333333,4.6428571428571,2.4285714285714,1.1428571428571,1.25,4.3333333333333,4.9333333333333
"The bag was leather, black, small.",6.9375,3.0,6.6923076923077,1.5625,3.1176470588235,2.2857142857143,6.6153846153846
The bathroom needed a complete scrubbing.,5.8125,3.6666666666667,6.5384615384615,5.5625,1.9411764705882,3.3571428571429,7.0
The bill became law in April.,3.8,2.8421052631579,2.625,2.4285714285714,3.1764705882353,2.9375,7.0
The boat was ready to sail.,6.3846153846154,1.5,6.3571428571429,4.4375,4.7894736842105,4.0769230769231,7.0
The brick walls extended high up.,6.0833333333333,1.8823529411765,5.6875,4.875,2.3076923076923,3.0,6.5833333333333
The brunette was licking her lips.,6.5,4.0714285714286,4.2666666666667,1.4285714285714,4.5384615384615,4.8571428571429,7.0
The bugs are eating me alive.,6.1333333333333,5.125,5.0625,3.6428571428571,1.1176470588235,5.5555555555556,6.8333333333333
The building housed a great hall.,5.7894736842105,2.2666666666667,4.9230769230769,6.4705882352941,3.7857142857143,3.1666666666667,6.9333333333333
The ceremony will take place tonight.,4.8947368421053,2.2666666666667,2.6153846153846,3.2941176470588,4.2857142857143,3.5833333333333,7.0
The chief complaint for phonics advocates:,1.7692307692308,2.4,1.4666666666667,1.0,1.7142857142857,1.6,5.3125
The clinic was for AIDS patients.,5.5333333333333,3.7142857142857,3.25,3.9473684210526,3.0,3.1666666666667,6.8823529411765
The code's too easy to read.,3.4,3.0588235294118005,2.1176470588235,1.4285714285714,2.9411764705881995,2.4375,6.7
The cold spring weather helped little.,3.9285714285714,4.3125,2.3888888888889,4.6,3.9333333333333,2.2666666666667,6.5454545454545
The control comes with ease now.,2.3846153846154,2.8333333333333,1.1428571428571,1.2666666666667,3.5,2.5,6.1333333333333
The courage to meet every challenge.,2.6153846153846,3.75,1.2857142857143,1.0625,5.1052631578947,3.3076923076923,6.6470588235294
"The court continued on, as expected.",4.4666666666667,3.2142857142857,2.6428571428571,3.7142857142857,1.3333333333333,1.7333333333333,6.7333333333333
The crowd burst into spontaneous applause.,6.3333333333333,4.7142857142857,4.0714285714286,3.5,4.6666666666667,4.2666666666667,6.8
The crowd burst into sudden cacophony.,5.7857142857143,4.2142857142857,4.2,3.7142857142857,3.3076923076923,5.4285714285714,6.4705882352941
The drawstring just completes the fit.,4.8,2.8421052631579,4.875,1.9285714285714,3.8823529411765,2.3125,5.8125
The economy everywhere was in crisis.,3.3846153846154,4.0625,1.3571428571429,1.875,1.4210526315789,4.6923076923077,6.5882352941176
The emperor of the despondent kingdom.,3.75,4.3333333333333,3.0769230769231,3.9375,1.7647058823529,3.1428571428571,6.6153846153846
"The evidence is contradictory, at best.",2.9473684210526,3.7333333333333,1.1538461538462,1.3529411764706,2.4285714285714,3.6666666666667,6.9333333333333
The experience had shaken him emotionally.,3.5625,6.9375,1.6153846153846,1.3333333333333,1.6875,3.8571428571429,6.8333333333333
The fifth character is Mr. Globe.,3.3333333333333,2.2352941176471,2.375,1.875,2.9230769230769,2.0,6.25
The figures mark a significant turnaround.,3.7857142857143,2.3571428571429,2.9333333333333,1.0714285714286,4.1538461538462,3.0,6.5882352941176
The first floor had retail shops.,6.0,1.5,5.0666666666667,4.7777777777778,3.2777777777778,2.6470588235294,6.9411764705882
The four of them silently embraced.,6.2666666666667,5.2857142857143,4.0714285714286,2.0714285714286,4.6666666666667,3.2666666666667,6.9333333333333
The gene heavily influences brain wiring.,2.5384615384615,2.2,2.5333333333333,1.3125,3.2142857142857,2.6666666666667,6.5
The glass in the frame broke.,6.125,3.5,6.5384615384615,2.4375,1.7647058823529,4.4285714285714,7.0
The great wheel began to turn.,6.0666666666667,2.0,5.5714285714286,2.7142857142857,3.5,3.4666666666667,6.6666666666667
The hairs on my skin rose.,6.3333333333333,6.0,4.8823529411765,1.9333333333333,2.0555555555556,4.6428571428571,6.9166666666667
"The healthiest, most nutritious food ever.",4.6875,2.625,5.2307692307692,2.3333333333333,6.125,3.5,6.7777777777778
The hesitant rhythm of the band.,4.3846153846154,3.2777777777778,2.7857142857143,2.6666666666667,3.0714285714286,2.3571428571429,6.4
The homeless woman obviously loved animals.,5.4666666666667,6.1578947368421,3.625,4.3571428571429,4.8235294117647,3.9375,6.875
The inside was circular in shape.,4.875,1.8125,4.1538461538462,3.0833333333333,3.125,1.7857142857143,6.7222222222222
"The invisible girl, the unknown princess.",2.3076923076923,3.6470588235294,2.1333333333333,1.4666666666667,2.8333333333333,3.2352941176471,5.8666666666667
"The judge spoke, breaking the silence.",5.0,4.75,2.8666666666667,3.2857142857143,2.9333333333333,4.1428571428571,6.8888888888889
The kids play in the street.,6.3157894736842,4.3333333333333,5.0,6.0,5.0714285714286,3.0833333333333,7.0
The large restaurant was cafeteria style.,6.1052631578947,2.0666666666667,4.9230769230769,6.3529411764706,4.0714285714286,2.0833333333333,6.8
The last time we'd had four.,2.4666666666667,2.6428571428571,2.1428571428571,1.2857142857143,1.8333333333333,1.8,5.9333333333333
The liquid was indeed fresh water.,5.1333333333333,2.4285714285714,4.4285714285714,3.7142857142857,4.0,2.5333333333333,6.8
The military forces of the colony.,3.9333333333333,2.2857142857143,3.75,3.2631578947368,1.8823529411765,2.9444444444444,5.9411764705882
The movie was a romantic comedy.,4.9375,3.8125,3.6923076923077,2.1666666666667,4.8125,3.0714285714286,6.9444444444444
The movie was entertaining and funny.,3.8461538461538,4.8,3.5333333333333,2.625,6.2142857142857,3.2666666666667,7.0
The music drums inside my head.,4.875,4.7857142857143,3.625,1.8333333333333,4.6875,3.7857142857143,6.2352941176471
The mutant allele lacks exon 14.,1.6666666666667,1.1176470588235,2.25,1.1875,1.3076923076923,2.0666666666667,2.8333333333333
The neatly trimmed beard and moustache.,6.5625,3.8333333333333,6.0769230769231,1.5625,3.8235294117647,3.4285714285714,6.7692307692308
"The next day, he was gone.",3.6923076923077,4.4705882352941,2.2,2.0666666666667,1.6666666666667,4.0,6.7333333333333
The next house is kilometres away.,4.4615384615385,1.8,5.6666666666667,3.5625,2.6428571428571,2.1333333333333,6.8125
The northernmost mountains in central Germany.,4.9230769230769,1.5555555555556,4.5714285714286,6.8,4.0,2.2142857142857,6.6666666666667
The official diagnosis was a stroke.,4.6,4.5,1.6428571428571,1.7857142857143,1.1666666666667,4.2666666666667,7.0
The one in jail for murder.,3.2142857142857,4.8125,3.0,3.2666666666667,1.1333333333333,4.4666666666667,5.9090909090909
The one seen at the murder?,2.8571428571429,4.0,2.7333333333333,2.6428571428571,1.2307692307692,5.5714285714286,6.1764705882353
The ones who refuse to quit.,3.1666666666667,4.2941176470588,1.875,1.6875,4.3846153846154,3.1333333333333,6.3333333333333
The pancakes are to die for.,4.7857142857143,5.0625,4.8666666666667,2.5,5.6666666666667,4.3571428571429,6.8888888888889
The pastor proclaimed to the congregation.,5.8461538461538,3.8125,3.2142857142857,3.4375,2.8947368421053,2.6923076923077,6.2352941176471
The place is chill and comfortable.,4.2857142857143,5.125,3.8333333333333,4.7333333333333,6.0666666666667,2.2666666666667,6.9090909090909
The problem is the surveillance cameras.,4.0769230769231,3.5555555555556,4.3571428571429,2.8,2.2142857142857,3.4285714285714,6.8666666666667
The product is available as download-version.,4.4666666666667,1.6842105263157998,3.5,2.0,4.0588235294118,1.8125,6.25
The promise of big business profits.,2.1428571428571,2.5625,1.6111111111111,1.4,4.2,3.6,6.2727272727273
The protracted silence became almost unbearable.,3.6666666666667,5.4285714285714,1.9285714285714,1.9285714285714,1.3333333333333,3.4666666666667,6.4
The redemption date is March 1.,3.7333333333333,1.3571428571429,1.2941176470588,1.0666666666667,2.2777777777778,1.7857142857143,6.9166666666667
The remaining 10% is net profit.,3.0,1.8235294117647,1.3333333333333,1.0,3.9375,2.75,6.9090909090909
The seemingly impossible can be attained.,2.7333333333333,3.1764705882353,1.3529411764706,1.5,5.5882352941176,4.8125,6.6
The service at Instep was great!!,3.3076923076923,4.0,2.5333333333333,3.8,4.3333333333333,3.4117647058824,6.6
The show was at Shippensburg University.,3.8,2.0588235294118,3.0,4.3571428571429,2.1176470588235,2.125,6.9
The signal was one of power.,2.9166666666667,2.8235294117647,2.0625,1.875,3.2307692307692,3.8666666666667,5.75
The situation involved some political perils.,2.25,4.0588235294118,1.4375,1.9375,1.7692307692308,3.8,6.5
The sky was bright and blue.,6.5333333333333,2.8823529411765,4.6470588235294,6.5,5.5294117647059,3.5,6.8
The slick slide of moist flesh.,4.8666666666667,2.7142857142857,4.5,2.1428571428571,1.4166666666667,4.6,4.2666666666667
The small flock of birds circled.,6.375,2.0714285714286,5.0,5.1666666666667,3.7222222222222,2.7647058823529,6.7058823529412
The sometimes cruel and hateful road.,4.125,3.6428571428571,3.4375,3.75,1.6875,3.8571428571429,5.4117647058824
The stewardesses are furious with them.,5.2,6.0,2.2142857142857,2.4285714285714,1.1666666666667,3.9333333333333,6.6666666666667
The terror camp was never built.,3.2857142857143,3.5,3.4444444444444,3.3333333333333,3.0666666666667,3.6,6.0
The two companies declined to comment.,3.5833333333333,3.1176470588235,2.125,2.0,2.1538461538462,3.1333333333333,7.0
The victim is a 17-year-old girl.,4.8,4.3571428571429,3.5294117647059,1.8,1.1111111111111,3.9285714285714,7.0
The voice had a muffled sound.,3.9230769230769,3.25,1.8571428571429,1.625,2.1052631578947,2.6923076923077,6.7647058823529
The weather was warm and dry.,5.0,2.2666666666667,2.5333333333333,4.125,5.3571428571429,2.5333333333333,7.0
The wind blew cold and colder.,4.875,3.4705882352941,3.9333333333333,4.736842105263199,2.5625,3.375,6.4545454545455
The woman you suspect of murder.,4.1333333333333,5.0,2.5,1.8571428571429,1.7058823529412,5.625,5.875
Their food and sweets are awesome.,5.0,4.5,5.875,2.6666666666667,6.4375,4.0,6.5882352941176
Their hearts beat in rhythm together.,4.875,5.7142857142857,3.1333333333333,1.3888888888889,5.2222222222222,4.4117647058824,6.6470588235294
Their relationship took off from there.,3.9166666666667,5.2941176470588,1.6875,2.3125,5.1538461538462,3.8666666666667,6.9166666666667
Their stay was tranquil and pleasant.,4.9230769230769,5.7222222222222,1.4285714285714,3.4666666666667,5.9285714285714,2.2857142857143,7.0
Then he realized he was hungry.,3.7142857142857,6.0625,1.9444444444444,2.0,2.6,2.2,7.0
Then it escaped onto the Internet.,2.9333333333333,2.6842105263158,2.625,2.2142857142857,2.7058823529412,4.1875,4.8125
Then she laughed a barking laugh.,5.7857142857143,4.7142857142857,3.6,1.4285714285714,4.8461538461538,3.9285714285714,6.5882352941176
Then she smiled faintly and nodded.,6.4,5.5263157894737,3.6875,2.6428571428571,4.1176470588235,2.9375,6.875
Then you must keep it true.,1.6875,3.1666666666667,1.5384615384615,1.1875,3.5882352941176,2.8571428571429,6.0769230769231
Then you're lucky I came along.,2.6875,5.2941176470588,2.0666666666667,1.2105263157895,4.4375,3.6875,6.8181818181818
"Then, there was a brief drizzle.",5.75,2.0714285714286,3.875,3.6666666666667,3.625,2.6428571428571,6.7647058823529
There are seldom any other kind.,2.3571428571429,2.7142857142857,1.8666666666667,1.2857142857143,2.0769230769231,2.0,6.6470588235294
There is no brain function left.,3.4615384615385,3.8888888888889,2.0,2.2666666666667,1.5714285714286,3.7857142857143,6.8
There is no subterfuge in you.,1.9333333333333,2.7857142857143,2.0,1.0666666666667,2.0,2.6428571428571,5.6666666666667
There is nothing new in this.,2.2307692307692,2.8888888888889,1.9285714285714,1.2,2.1428571428571,1.4285714285714,6.6666666666667
There is salad in that bowl.,6.5,1.8571428571429,6.6,1.8571428571429,4.0,1.8571428571429,7.0
There was a contorted ugliness now.,3.8666666666667,4.1428571428571,1.8571428571429,1.2857142857143,1.1666666666667,3.3333333333333,4.8666666666667
There was no mistaking that scream.,4.0833333333333,5.7647058823529,2.1875,2.0625,1.9230769230769,5.5333333333333,6.9166666666667
"There was no moon, only starlight.",6.6,3.4285714285714,4.625,6.263157894736801,4.9411764705882,3.4444444444444,6.8235294117647
There was no one but me.,5.3333333333333,4.9285714285714,2.2352941176471,1.3333333333333,1.6666666666667,3.4285714285714,6.9166666666667
There was nothing but political commentary.,3.5333333333333,3.1428571428571,1.7857142857143,1.5,1.5,1.6,7.0
There was shouting and loud noises.,5.1333333333333,4.9285714285714,1.8571428571429,2.0714285714286,1.25,4.3333333333333,7.0
There were probably five of them.,4.5333333333333,2.8571428571429,3.4375,1.6315789473684,2.9411764705881995,2.6666666666667,6.7647058823529
"There'll be towels, soap, and all.",5.7142857142857,2.2857142857143,6.0666666666667,2.5714285714286,4.5384615384615,2.3571428571429,6.2941176470588
There's always risk -- life's a risk.,2.1538461538462,4.7058823529412,1.3333333333333,1.4,2.8333333333333,4.6470588235294,6.7333333333333
"These are fairly large, tough animals.",5.4375,2.7142857142857,4.7333333333333,3.5,3.0,3.1764705882353,6.8823529411765
They always stand up for capital.,3.1875,3.9285714285714,2.25,1.25,3.375,2.2857142857143,5.1176470588235
They are just defending the law.,3.3684210526315996,4.2,1.5384615384615,1.6470588235294,2.7857142857143,3.0833333333333,6.6
They are very devoted and faithful.,3.4615384615385,5.125,1.5,1.375,5.1578947368421,2.6153846153846,6.9411764705882
They bring peace in a conflict.,3.75,4.6428571428571,1.4666666666667,1.5,4.7777777777778,3.7647058823529,6.6470588235294
They came unexpectedly upon the sea.,5.0666666666667,3.8947368421053,4.0625,6.2142857142857,3.8235294117647,4.25,6.375
They deal in commercial property investments.,2.9375,3.4444444444444,3.7692307692308,3.25,3.0,2.4285714285714,7.0
They definitely had a close relationship.,3.5384615384615,6.0666666666667,1.6666666666667,1.0625,4.5714285714286,3.2666666666667,7.0
They don't view it that way.,2.4210526315789,4.7333333333333,1.0,1.5882352941176,2.6428571428571,2.5,6.9333333333333
They finished eating their chicken dumplings.,6.0,3.1875,5.5333333333333,2.5714285714286,4.2,3.2142857142857,6.7777777777778
They fled Russia after the revolution.,4.4615384615385,4.8666666666667,3.5333333333333,4.4375,3.7142857142857,4.4,7.0
They glared at one another heatedly.,6.2666666666667,6.3571428571429,4.3529411764706,1.6666666666667,1.5555555555556,4.8571428571429,6.9166666666667
They had moved to Oklahoma Territory.,3.9375,4.0555555555556,4.5384615384615,5.8125,3.2352941176471,2.6428571428571,7.0
They have fabulous French toast too.,5.3571428571429,4.9375,5.3333333333333,3.4,5.6666666666667,3.3333333333333,6.9090909090909
They need access to our computers.,4.75,3.8235294117647,4.875,2.3125,2.0769230769231,3.0666666666667,6.9166666666667
They never caused me any harm.,2.5,5.375,1.8333333333333,1.1333333333333,3.6666666666667,2.4666666666667,6.9090909090909
They pay cash and tip little.,3.8666666666667,3.2857142857143,4.0,2.0,1.5833333333333,2.6,6.4666666666667
They pay good money for it.,2.1538461538462,3.3125,2.7857142857143,1.125,4.1578947368421,4.3846153846154,6.8823529411765
"They put us in jail, Johnny!",4.9166666666667,5.8235294117647,3.875,5.1875,1.8461538461538,5.0666666666667,6.9166666666667
They started hiking down the mountain.,6.2666666666667,4.9375,5.625,6.7857142857143,4.4117647058824,3.7222222222222,7.0
They taught her humility and compassion.,3.0,6.0,1.9411764705882,1.2857142857143,4.4117647058824,3.1875,6.9
They want prices to remain stable.,2.8461538461538,3.375,1.4285714285714,1.25,3.2631578947368,1.9230769230769,6.9411764705882
They want quality at low cost.,3.4666666666667,3.7142857142857,2.3529411764706,1.2,2.2222222222222,2.2142857142857,7.0
"They will, however, cost a bunch.",3.2142857142857,3.1428571428571,2.4666666666667,1.1428571428571,1.3076923076923,3.0714285714286,6.6470588235294
Thin metal lock-picking tools lay inside.,5.2666666666667,2.1875,6.4375,1.9285714285714,2.7647058823529,3.3333333333333,6.5555555555556
Things won't change... you know that!,2.6842105263158,6.0,1.2307692307692,1.4117647058824,2.1428571428571,4.4166666666667,6.9333333333333
Think of it as fresh-flavor insurance.,1.9166666666667,1.7647058823529,1.6875,1.6875,2.5384615384615,2.9333333333333,4.1666666666667
This allows for much more accuracy.,1.4666666666667,2.75,1.5,1.0,4.4705882352941,2.5,6.8888888888889
This from an ex fighter pilot.,2.2666666666667,3.2941176470588,2.4117647058824,1.5,2.5294117647059,3.5,5.8
This is a call for help.,3.125,5.6875,1.5384615384615,1.25,2.375,4.5,6.8888888888889
This is a really weird question.,2.5,3.9375,1.0,1.0,2.4375,2.8571428571429,7.0
This is a romance after all.,3.2666666666667,4.4285714285714,1.75,1.2631578947368,5.6470588235294,4.1666666666667,6.7058823529412
This is all in one song.,2.2,2.1764705882353,1.7647058823529,1.0,2.7647058823529,2.6875,6.5
This is an occasion for celebration.,4.125,4.5,2.125,1.6666666666667,6.0,4.8571428571429,7.0
"This is dumb, really, really dumb.",2.4285714285714,5.625,1.1666666666667,1.2666666666667,1.2,3.0666666666667,7.0
This is our sixth stop today.,4.1538461538462,3.6111111111111,2.2142857142857,3.3333333333333,2.5,2.4285714285714,6.9333333333333
This is pretty damn cool right?,2.5714285714286,5.4375,1.3333333333333,1.8666666666667,5.6666666666667,3.8666666666667,6.9090909090909
"This is really amazing, Doctor Face-reader.",2.5333333333333,4.0714285714286,1.9285714285714,1.2142857142857,2.5833333333333,2.8666666666667,4.1333333333333
This is really good for democracy.,2.0625,3.9375,1.2307692307692,1.0833333333333,4.9375,3.5,6.8333333333333
This is so simple and easy.,2.4615384615385,3.125,1.2857142857143,1.0625,5.4736842105263,2.0,6.9411764705882
This is the force field parameter.,4.0625,1.5714285714286,2.9333333333333,2.3333333333333,2.1111111111111,2.6470588235294,6.0588235294118
This lady was an outrageous girl.,3.1538461538462,5.6111111111111,2.4285714285714,1.4666666666667,3.0,4.2142857142857,5.3333333333333
This procedure works in most cases.,2.6,3.1428571428571,2.0625,1.4210526315789,4.7647058823529,3.7222222222222,7.0
This time I'm rooting for Khan.,2.75,4.5882352941176,1.9375,1.9375,2.6153846153846,3.4,6.9166666666667
This truly was a depressing place.,5.0,4.5625,2.2142857142857,4.0625,1.1578947368421,2.6153846153846,6.9411764705882
This was quite a stunning thing.,3.1333333333333,4.5,2.7058823529412,1.8666666666667,4.2777777777778,3.7857142857143,7.0
Those incremental minutes are very profitable.,1.4666666666667,2.5625,1.1875,1.1428571428571,3.5294117647059,2.5,5.2222222222222
Thou shalt not accede to evil.,2.0,3.8235294117647,1.4,1.8,2.25,3.6470588235294,6.2
Thousands of innocent lives were lost.,4.3571428571429,6.3125,2.7222222222222,1.6666666666667,1.0,5.1333333333333,6.9090909090909
Thread: How To Do Graffiti Art?,3.9333333333333,1.7142857142857,3.5,1.7368421052632,3.4705882352941,3.3888888888889,6.2352941176471
Three large ones and three small.,3.4666666666667,1.7142857142857,4.2142857142857,1.5,2.0,1.6,6.4
Three sisters preceded her in death.,4.1428571428571,5.75,2.1666666666667,1.5333333333333,1.0666666666667,3.7333333333333,6.5454545454545
Time in the sum is nothing.,1.5384615384615,2.3888888888889,1.1428571428571,1.0,2.2857142857143,1.2857142857143,2.4
To find in the United States.,2.5625,2.0,2.5384615384615,4.1875,2.2941176470588,2.2142857142857,5.0
To guard and keep and protect.,2.5789473684211,2.8666666666667,2.2307692307692,1.3529411764706,3.8571428571429,3.4166666666667,6.1333333333333
To revive her or help her?,3.7333333333333,4.9285714285714,2.9285714285714,1.5,1.75,4.1333333333333,5.7333333333333
To sell on the black market?,2.6923076923077,2.1333333333333,2.4666666666667,1.75,1.5,3.8,6.375
Today I didn't even buy NME.,1.75,2.625,1.6923076923077,1.0,1.875,1.7142857142857,4.8888888888889
"Tomorrow, I will post about this.",3.875,4.7142857142857,1.7333333333333,1.1666666666667,2.8888888888889,2.4117647058824,6.8235294117647
Transfers out of the bargaining unit.,1.7692307692308,1.6666666666667,2.1333333333333,1.375,1.9285714285714,1.6,4.75
Travelling home on a late train??,4.8,3.6875,5.3125,3.7857142857143,2.5294117647059,3.7222222222222,6.5555555555556
Tricked by his own damn ruse!,3.4210526315789,5.0666666666667,1.3076923076923,1.3529411764706,2.7142857142857,5.25,6.8
Trying to hide from your lies?,2.1538461538462,5.2,1.4666666666667,1.0,1.2857142857143,3.7333333333333,6.6875
Two independent compounds tested in Tg2576.,1.9285714285714,1.625,3.1666666666667,1.5333333333333,2.4,1.8,4.9090909090909
Unanimity on Interama is not surprising.,1.5625,1.5,1.125,1.0,1.6875,1.5,3.8823529411765
Understand the meaning of the word.,2.3333333333333,2.3529411764706,1.2352941176471,1.2142857142857,2.7058823529412,2.25,6.4
"Unfortunately, I'd left the flash on.",4.3571428571429,3.375,4.2,1.8571428571429,2.1333333333333,3.0,6.6666666666667
"Unfortunately, my answers weren't any different.",2.6842105263158,4.0666666666667,1.0769230769231,1.3529411764706,2.4285714285714,2.3333333333333,6.8666666666667
"Unscrew, slide into place, lock, screw.",4.875,1.7857142857143,4.3333333333333,1.4444444444444,2.2777777777778,2.1764705882353,5.6470588235294
Use your computer access for deciphering.,3.8333333333333,2.5294117647059,4.6875,1.875,2.2307692307692,2.6,5.5
Used to be a truck driver.,3.5625,3.8888888888889,4.6153846153846,1.9375,2.7647058823529,2.1428571428571,6.7692307692308
"Using magnetic resonance tomography, for example.",2.0,1.2666666666667,2.6153846153846,1.5882352941176,2.4285714285714,2.5,5.3333333333333
Vegetable soup and a turkey sandwich.,6.7857142857143,1.6428571428571,5.9333333333333,1.4285714285714,5.5384615384615,2.6428571428571,6.7647058823529
Viaggi mentali description learning information digits.,1.3125,1.0588235294118,1.2666666666667,1.0,1.6875,1.375,1.1818181818182
Violent moons around a dead planet.,4.8947368421053,2.2666666666667,4.7692307692308,5.4705882352941,2.4285714285714,4.3333333333333,4.4
Visit my Author Website for more.,2.6,2.75,2.25,1.0714285714286,3.4117647058824,1.7222222222222,6.5555555555556
Want to tell me what happened?,2.3076923076923,3.9375,1.3571428571429,1.125,2.9473684210526,4.0,6.9411764705882
Was he still in the garden?,4.0,4.4117647058824,4.4,6.2105263157895,3.4375,2.3125,6.9090909090909
Was he still in the laboratory?,4.9166666666667,3.8235294117647,3.8125,4.625,2.5384615384615,2.8666666666667,6.8333333333333
"Was it fear, desperation, anger, grief?",3.0666666666667,5.3571428571429,2.7647058823529,1.1333333333333,1.3888888888889,4.4285714285714,6.8333333333333
Was she a prescription drug addict?,3.5384615384615,4.7647058823529,2.4666666666667,1.4,1.0833333333333,5.0,6.8666666666667
Was that demon or elven magic?,2.8461538461538,2.75,2.2142857142857,1.5,2.6842105263158,3.7692307692308,6.4117647058824
Water drips from the exhaust pipe.,6.4,1.8571428571429,6.4285714285714,3.2142857142857,1.4166666666667,2.0,6.6666666666667
We accept most proudly and eagerly.,2.0666666666667,4.25,1.25,1.2142857142857,4.6470588235294,3.2777777777778,5.8333333333333
We ate it up like candy.,4.6666666666667,5.2352941176471,5.3125,2.375,5.0,3.5333333333333,6.8333333333333
We could have increased cosmic radiation.,2.6923076923077,2.4,2.4666666666667,2.5625,1.7857142857143,3.4,6.375
We do have an air lock.,3.8461538461538,3.5,3.6428571428571,2.5333333333333,2.5,2.8571428571429,6.6
We don't want to be disturbed.,3.1333333333333,5.2941176470588,1.1764705882353,1.5,2.2352941176471,3.0,7.0
We have to go single file.,6.0,2.8571428571429,3.8235294117647,2.1333333333333,1.9444444444444,2.1428571428571,6.8333333333333
We love rich tourists on vacation.,4.2142857142857,4.6875,3.2222222222222,4.1333333333333,3.5333333333333,3.2,6.7272727272727
We made promises of eternal love.,4.4,5.5714285714286,3.9411764705881995,1.4,5.8888888888889,4.7142857142857,7.0
We may outgrow and forget them.,2.6923076923077,4.6666666666667,1.8571428571429,1.5333333333333,2.2142857142857,2.8571428571429,6.2666666666667
We need more female stage hypnotists.,3.625,3.5,2.3846153846154,1.75,3.25,3.0,6.2777777777778
We need to all come together.,3.6666666666667,4.9285714285714,2.3125,1.6315789473684,5.6470588235294,3.3888888888889,6.8823529411765
We played out the poker hand.,5.1875,3.3571428571429,5.625,2.75,3.625,2.7857142857143,6.5294117647059
We think it's straight business sense.,2.0769230769231,3.4375,1.1428571428571,1.375,2.6842105263158,2.1538461538462,5.6470588235294
We went hiking at Bear Mountain.,6.0,4.9285714285714,4.2,6.7222222222222,4.3888888888889,4.2352941176471,7.0
We were back on the road.,5.3076923076923,3.4666666666667,4.0666666666667,4.0625,4.2142857142857,2.6666666666667,7.0
We wouldn't have seen analog cassettes.,3.9375,3.0714285714286,5.8666666666667,1.5555555555556,1.9444444444444,2.0,5.8235294117647
We'd only met ten minutes before.,3.4,4.0,1.8235294117647,1.5714285714286,3.0,2.9375,6.8
We're wired into your alarm system.,3.8125,3.4117647058824,5.2666666666667,1.4736842105263,1.9375,4.5,6.5454545454545
Wearing jeans and a black coat.,6.5625,2.875,6.3846153846154,1.25,4.125,2.3571428571429,6.7222222222222
Well a busy but great day!,3.0714285714286,4.875,1.3888888888889,2.4,6.0,3.5333333333333,6.5454545454545
